student_id,placed,package_lpa,role_type,company_type
730,1,6.89,Software Engineer,Product
731,1,7.61,Core Engineering,Service
732,0,0.0,Not Placed,Not Placed
733,1,6.03,Data Analyst,Consulting
734,0,0.0,Not Placed,Not Placed
735,0,0.0,Not Placed,Not Placed
736,1,6.07,Product Analyst,Service
737,0,0.0,Not Placed,Not Placed
738,1,7.21,Product Analyst,Service
739,0,0.0,Not Placed,Not Placed
740,1,8.3,Data Analyst,Consulting
741,0,0.0,Not Placed,Not Placed
742,0,0.0,Not Placed,Not Placed
743,0,0.0,Not Placed,Not Placed
744,1,5.98,Consulting,Service
745,0,0.0,Not Placed,Not Placed
746,1,7.02,Product Analyst,Product
747,0,0.0,Not Placed,Not Placed
748,0,0.0,Not Placed,Not Placed
749,0,0.0,Not Placed,Not Placed
750,0,0.0,Not Placed,Not Placed
751,0,0.0,Not Placed,Not Placed
752,1,3.0,Consulting,Service
753,1,6.95,Business Analyst,Product
754,0,0.0,Not Placed,Not Placed
755,1,5.67,Product Analyst,Consulting
756,0,0.0,Not Placed,Not Placed
757,0,0.0,Not Placed,Not Placed
758,1,6.59,Consulting,Startup
759,0,0.0,Not Placed,Not Placed
760,0,0.0,Not Placed,Not Placed
761,1,3.25,Business Analyst,Core
762,0,0.0,Not Placed,Not Placed
763,1,8.24,Core Engineering,Consulting
764,0,0.0,Not Placed,Not Placed
765,1,6.18,Product Analyst,Service
766,1,5.43,Core Engineering,Service
767,0,0.0,Not Placed,Not Placed
768,1,7.69,Data Analyst,Service
769,0,0.0,Not Placed,Not Placed
770,1,6.1,Consulting,Product
771,1,6.38,Consulting,Service
772,0,0.0,Not Placed,Not Placed
773,1,4.86,Software Engineer,Service
774,1,9.22,Business Analyst,Service
775,1,9.27,Software Engineer,Core
776,0,0.0,Not Placed,Not Placed
777,0,0.0,Not Placed,Not Placed
778,0,0.0,Not Placed,Not Placed
779,0,0.0,Not Placed,Not Placed
780,1,7.59,Data Analyst,Service
781,0,0.0,Not Placed,Not Placed
782,1,5.01,Business Analyst,Consulting
783,0,0.0,Not Placed,Not Placed
784,1,5.01,Data Analyst,Startup
785,0,0.0,Not Placed,Not Placed
786,1,4.65,Business Analyst,Consulting
787,0,0.0,Not Placed,Not Placed
788,0,0.0,Not Placed,Not Placed
789,1,4.83,Product Analyst,Startup
790,0,0.0,Not Placed,Not Placed
791,0,0.0,Not Placed,Not Placed
792,0,0.0,Not Placed,Not Placed
793,1,7.05,Software Engineer,Service
794,0,0.0,Not Placed,Not Placed
795,0,0.0,Not Placed,Not Placed
796,1,5.53,Business Analyst,Startup
797,1,6.92,Core Engineering,Service
798,0,0.0,Not Placed,Not Placed
799,0,0.0,Not Placed,Not Placed
800,0,0.0,Not Placed,Not Placed
801,0,0.0,Not Placed,Not Placed
802,1,4.55,Software Engineer,Core
803,1,7.26,Software Engineer,Service
804,0,0.0,Not Placed,Not Placed
805,1,6.09,Core Engineering,Service
806,0,0.0,Not Placed,Not Placed
807,1,7.89,Consulting,Product
808,0,0.0,Not Placed,Not Placed
809,1,6.45,Core Engineering,Consulting
810,0,0.0,Not Placed,Not Placed
811,1,7.24,Software Engineer,Service
812,1,10.67,Data Analyst,Service
813,0,0.0,Not Placed,Not Placed
814,0,0.0,Not Placed,Not Placed
815,1,5.22,Product Analyst,Service
816,1,4.11,Core Engineering,Service
817,1,6.48,Consulting,Service
818,0,0.0,Not Placed,Not Placed
819,0,0.0,Not Placed,Not Placed
820,1,8.03,Data Analyst,Core
821,0,0.0,Not Placed,Not Placed
822,1,7.16,Product Analyst,Startup
823,0,0.0,Not Placed,Not Placed
824,1,4.3,Consulting,Service
825,1,3.84,Core Engineering,Startup
826,1,5.9,Product Analyst,Startup
827,0,0.0,Not Placed,Not Placed
828,1,5.44,Product Analyst,Consulting
829,1,5.24,Data Analyst,Consulting
830,1,7.11,Business Analyst,Service
831,0,0.0,Not Placed,Not Placed
832,0,0.0,Not Placed,Not Placed
833,0,0.0,Not Placed,Not Placed
834,0,0.0,Not Placed,Not Placed
835,0,0.0,Not Placed,Not Placed
836,0,0.0,Not Placed,Not Placed
837,1,6.44,Data Analyst,Consulting
838,1,7.59,Core Engineering,Service
839,0,0.0,Not Placed,Not Placed
840,0,0.0,Not Placed,Not Placed
841,1,5.51,Product Analyst,Consulting
842,1,5.45,Core Engineering,Consulting
843,1,4.2,Business Analyst,Consulting
844,0,0.0,Not Placed,Not Placed
845,1,5.36,Product Analyst,Startup
846,1,5.23,Consulting,Consulting
847,1,5.35,Consulting,Service
848,0,0.0,Not Placed,Not Placed
849,0,0.0,Not Placed,Not Placed
850,0,0.0,Not Placed,Not Placed
851,0,0.0,Not Placed,Not Placed
852,1,6.07,Data Analyst,Service
853,1,4.7,Data Analyst,Startup
854,1,6.34,Data Analyst,Service
855,1,6.04,Core Engineering,Service
856,0,0.0,Not Placed,Not Placed
857,1,4.2,Consulting,Core
858,0,0.0,Not Placed,Not Placed
859,0,0.0,Not Placed,Not Placed
860,0,0.0,Not Placed,Not Placed
861,0,0.0,Not Placed,Not Placed
862,0,0.0,Not Placed,Not Placed
863,1,7.47,Product Analyst,Startup
864,0,0.0,Not Placed,Not Placed
865,0,0.0,Not Placed,Not Placed
866,0,0.0,Not Placed,Not Placed
867,0,0.0,Not Placed,Not Placed
868,0,0.0,Not Placed,Not Placed
869,1,5.34,Consulting,Product
870,0,0.0,Not Placed,Not Placed
871,1,5.82,Product Analyst,Consulting
872,0,0.0,Not Placed,Not Placed
873,0,0.0,Not Placed,Not Placed
874,0,0.0,Not Placed,Not Placed
875,0,0.0,Not Placed,Not Placed
876,1,4.44,Core Engineering,Service
877,0,0.0,Not Placed,Not Placed
878,0,0.0,Not Placed,Not Placed
879,0,0.0,Not Placed,Not Placed
880,0,0.0,Not Placed,Not Placed
881,0,0.0,Not Placed,Not Placed
882,0,0.0,Not Placed,Not Placed
883,1,4.85,Business Analyst,Service
884,1,3.8,Core Engineering,Service
885,1,6.69,Data Analyst,Startup
886,0,0.0,Not Placed,Not Placed
887,0,0.0,Not Placed,Not Placed
888,0,0.0,Not Placed,Not Placed
889,1,4.79,Consulting,Consulting
890,1,5.95,Product Analyst,Product
891,0,0.0,Not Placed,Not Placed
892,1,5.51,Software Engineer,Core
893,0,0.0,Not Placed,Not Placed
894,0,0.0,Not Placed,Not Placed
895,0,0.0,Not Placed,Not Placed
896,1,7.86,Consulting,Core
897,1,8.09,Software Engineer,Startup
898,0,0.0,Not Placed,Not Placed
899,0,0.0,Not Placed,Not Placed
900,1,5.83,Product Analyst,Product
901,1,6.57,Core Engineering,Service
902,0,0.0,Not Placed,Not Placed
903,1,6.75,Software Engineer,Product
904,1,5.75,Consulting,Consulting
905,0,0.0,Not Placed,Not Placed
906,0,0.0,Not Placed,Not Placed
907,1,4.92,Software Engineer,Service
908,0,0.0,Not Placed,Not Placed
909,0,0.0,Not Placed,Not Placed
910,1,5.6,Consulting,Core
911,0,0.0,Not Placed,Not Placed
912,0,0.0,Not Placed,Not Placed
913,0,0.0,Not Placed,Not Placed
914,1,5.98,Consulting,Core
915,0,0.0,Not Placed,Not Placed
916,0,0.0,Not Placed,Not Placed
917,1,8.65,Core Engineering,Service
918,0,0.0,Not Placed,Not Placed
919,1,7.24,Data Analyst,Product
920,1,7.31,Software Engineer,Startup
921,1,5.93,Business Analyst,Consulting
922,0,0.0,Not Placed,Not Placed
923,0,0.0,Not Placed,Not Placed
924,0,0.0,Not Placed,Not Placed
925,1,5.88,Data Analyst,Service
926,1,4.7,Software Engineer,Startup
927,1,6.23,Data Analyst,Consulting
928,1,4.79,Business Analyst,Product
929,1,5.54,Software Engineer,Product
930,0,0.0,Not Placed,Not Placed
931,1,6.07,Core Engineering,Product
932,0,0.0,Not Placed,Not Placed
933,1,4.67,Core Engineering,Core
934,0,0.0,Not Placed,Not Placed
935,0,0.0,Not Placed,Not Placed
936,0,0.0,Not Placed,Not Placed
937,1,5.67,Product Analyst,Service
938,0,0.0,Not Placed,Not Placed
939,1,4.08,Business Analyst,Startup
940,0,0.0,Not Placed,Not Placed
941,1,6.35,Consulting,Core
942,1,3.94,Business Analyst,Product
943,1,5.95,Business Analyst,Startup
944,1,7.1,Product Analyst,Service
945,1,7.16,Product Analyst,Product
946,1,4.04,Business Analyst,Product
947,0,0.0,Not Placed,Not Placed
948,1,3.0,Data Analyst,Service
949,0,0.0,Not Placed,Not Placed
950,0,0.0,Not Placed,Not Placed
951,0,0.0,Not Placed,Not Placed
952,0,0.0,Not Placed,Not Placed
953,0,0.0,Not Placed,Not Placed
954,0,0.0,Not Placed,Not Placed
955,1,6.19,Core Engineering,Service
956,1,4.97,Consulting,Core
957,0,0.0,Not Placed,Not Placed
958,1,3.71,Consulting,Service
959,1,6.71,Consulting,Service
960,0,0.0,Not Placed,Not Placed
961,0,0.0,Not Placed,Not Placed
962,0,0.0,Not Placed,Not Placed
963,0,0.0,Not Placed,Not Placed
964,1,5.14,Data Analyst,Service
965,0,0.0,Not Placed,Not Placed
966,0,0.0,Not Placed,Not Placed
967,0,0.0,Not Placed,Not Placed
968,1,8.46,Consulting,Service
969,1,7.29,Business Analyst,Service
970,1,3.83,Product Analyst,Service
971,1,8.14,Business Analyst,Service
972,1,6.17,Business Analyst,Startup
973,1,5.06,Consulting,Service
974,0,0.0,Not Placed,Not Placed
975,0,0.0,Not Placed,Not Placed
976,0,0.0,Not Placed,Not Placed
977,1,6.0,Data Analyst,Service
978,0,0.0,Not Placed,Not Placed
979,0,0.0,Not Placed,Not Placed
980,0,0.0,Not Placed,Not Placed
981,1,6.81,Consulting,Consulting
982,0,0.0,Not Placed,Not Placed
983,0,0.0,Not Placed,Not Placed
984,0,0.0,Not Placed,Not Placed
985,1,4.85,Business Analyst,Service
986,0,0.0,Not Placed,Not Placed
987,0,0.0,Not Placed,Not Placed
988,0,0.0,Not Placed,Not Placed
989,0,0.0,Not Placed,Not Placed
990,0,0.0,Not Placed,Not Placed
991,0,0.0,Not Placed,Not Placed
992,0,0.0,Not Placed,Not Placed
993,0,0.0,Not Placed,Not Placed
994,1,4.98,Data Analyst,Service
995,0,0.0,Not Placed,Not Placed
996,0,0.0,Not Placed,Not Placed
997,0,0.0,Not Placed,Not Placed
998,0,0.0,Not Placed,Not Placed
999,1,7.0,Consulting,Service
1000,0,0.0,Not Placed,Not Placed
1001,0,0.0,Not Placed,Not Placed
1002,1,6.66,Data Analyst,Product
1003,1,6.01,Product Analyst,Startup
1004,1,5.06,Software Engineer,Service
1005,0,0.0,Not Placed,Not Placed
1006,1,4.9,Consulting,Startup
1007,0,0.0,Not Placed,Not Placed
1008,1,8.68,Software Engineer,Service
1009,0,0.0,Not Placed,Not Placed
1010,1,5.44,Core Engineering,Service
1011,1,8.51,Core Engineering,Service
1012,1,7.02,Software Engineer,Service
1013,1,9.4,Consulting,Consulting
1014,0,0.0,Not Placed,Not Placed
1015,1,10.56,Consulting,Startup
1016,1,6.28,Consulting,Consulting
1017,0,0.0,Not Placed,Not Placed
1018,0,0.0,Not Placed,Not Placed
1019,1,4.77,Consulting,Service
1020,0,0.0,Not Placed,Not Placed
1021,0,0.0,Not Placed,Not Placed
1022,1,5.41,Core Engineering,Service
1023,0,0.0,Not Placed,Not Placed
1024,1,9.08,Business Analyst,Consulting
1025,0,0.0,Not Placed,Not Placed
1026,0,0.0,Not Placed,Not Placed
1027,0,0.0,Not Placed,Not Placed
1028,1,8.98,Consulting,Service
1029,1,6.47,Software Engineer,Service
1030,1,6.24,Core Engineering,Startup
1031,1,5.52,Software Engineer,Startup
1032,0,0.0,Not Placed,Not Placed
1033,0,0.0,Not Placed,Not Placed
1034,0,0.0,Not Placed,Not Placed
1035,1,5.18,Product Analyst,Service
1036,0,0.0,Not Placed,Not Placed
1037,1,5.35,Business Analyst,Service
1038,1,5.92,Product Analyst,Core
1039,0,0.0,Not Placed,Not Placed
1040,1,7.6,Core Engineering,Startup
1041,0,0.0,Not Placed,Not Placed
1042,0,0.0,Not Placed,Not Placed
1043,0,0.0,Not Placed,Not Placed
1044,1,5.92,Software Engineer,Service
1045,0,0.0,Not Placed,Not Placed
1046,1,7.72,Business Analyst,Service
1047,1,4.3,Software Engineer,Product
1048,0,0.0,Not Placed,Not Placed
1049,0,0.0,Not Placed,Not Placed
1050,0,0.0,Not Placed,Not Placed
1051,1,6.99,Data Analyst,Service
1052,0,0.0,Not Placed,Not Placed
1053,1,4.17,Business Analyst,Product
1054,1,6.71,Product Analyst,Core
1055,0,0.0,Not Placed,Not Placed
1056,0,0.0,Not Placed,Not Placed
1057,0,0.0,Not Placed,Not Placed
1058,1,8.93,Core Engineering,Startup
1059,0,0.0,Not Placed,Not Placed
1060,1,6.2,Data Analyst,Service
1061,1,10.05,Core Engineering,Consulting
1062,1,6.14,Product Analyst,Core
1063,1,6.48,Consulting,Service
1064,0,0.0,Not Placed,Not Placed
1065,1,8.34,Software Engineer,Consulting
1066,0,0.0,Not Placed,Not Placed
1067,1,5.43,Data Analyst,Core
1068,0,0.0,Not Placed,Not Placed
1069,0,0.0,Not Placed,Not Placed
1070,1,5.1,Business Analyst,Consulting
1071,1,4.08,Software Engineer,Core
1072,0,0.0,Not Placed,Not Placed
1073,0,0.0,Not Placed,Not Placed
1074,0,0.0,Not Placed,Not Placed
1075,0,0.0,Not Placed,Not Placed
1076,0,0.0,Not Placed,Not Placed
1077,1,9.6,Data Analyst,Service
1078,1,6.97,Business Analyst,Startup
1079,1,3.23,Business Analyst,Startup
1080,1,8.05,Product Analyst,Service
1081,0,0.0,Not Placed,Not Placed
1082,0,0.0,Not Placed,Not Placed
1083,0,0.0,Not Placed,Not Placed
1084,0,0.0,Not Placed,Not Placed
1085,0,0.0,Not Placed,Not Placed
1086,0,0.0,Not Placed,Not Placed
1087,0,0.0,Not Placed,Not Placed
1088,0,0.0,Not Placed,Not Placed
1089,1,5.84,Business Analyst,Service
1090,1,4.65,Core Engineering,Product
1091,1,5.8,Business Analyst,Service
1092,1,5.02,Consulting,Service
1093,1,7.12,Data Analyst,Service
1094,1,6.16,Core Engineering,Service
1095,0,0.0,Not Placed,Not Placed
1096,0,0.0,Not Placed,Not Placed
1097,0,0.0,Not Placed,Not Placed
1098,0,0.0,Not Placed,Not Placed
1099,0,0.0,Not Placed,Not Placed
1100,1,3.0,Consulting,Product
1101,1,4.89,Product Analyst,Consulting
1102,0,0.0,Not Placed,Not Placed
1103,0,0.0,Not Placed,Not Placed
1104,0,0.0,Not Placed,Not Placed
1105,1,3.0,Business Analyst,Product
1106,1,6.94,Software Engineer,Service
1107,1,5.99,Core Engineering,Service
1108,0,0.0,Not Placed,Not Placed
1109,0,0.0,Not Placed,Not Placed
1110,1,8.81,Core Engineering,Service
1111,1,6.31,Consulting,Service
1112,0,0.0,Not Placed,Not Placed
1113,1,6.83,Business Analyst,Consulting
1114,1,6.34,Core Engineering,Startup
1115,0,0.0,Not Placed,Not Placed
1116,1,3.37,Core Engineering,Service
1117,1,5.91,Core Engineering,Service
1118,0,0.0,Not Placed,Not Placed
1119,1,6.28,Core Engineering,Service
1120,1,8.58,Business Analyst,Service
1121,1,5.89,Software Engineer,Service
1122,0,0.0,Not Placed,Not Placed
1123,0,0.0,Not Placed,Not Placed
1124,0,0.0,Not Placed,Not Placed
1125,0,0.0,Not Placed,Not Placed
1126,0,0.0,Not Placed,Not Placed
1127,0,0.0,Not Placed,Not Placed
1128,0,0.0,Not Placed,Not Placed
1129,0,0.0,Not Placed,Not Placed
1130,1,7.01,Software Engineer,Service
1131,0,0.0,Not Placed,Not Placed
1132,0,0.0,Not Placed,Not Placed
1133,1,7.71,Software Engineer,Service
1134,1,6.15,Consulting,Service
1135,1,4.37,Data Analyst,Startup
1136,0,0.0,Not Placed,Not Placed
1137,1,4.83,Data Analyst,Service
1138,0,0.0,Not Placed,Not Placed
1139,0,0.0,Not Placed,Not Placed
1140,1,6.33,Core Engineering,Service
1141,1,6.34,Core Engineering,Product
1142,1,6.75,Data Analyst,Service
1143,1,5.39,Core Engineering,Product
1144,0,0.0,Not Placed,Not Placed
1145,1,6.04,Consulting,Product
1146,0,0.0,Not Placed,Not Placed
1147,1,4.12,Core Engineering,Product
1148,0,0.0,Not Placed,Not Placed
1149,0,0.0,Not Placed,Not Placed
1150,0,0.0,Not Placed,Not Placed
1151,0,0.0,Not Placed,Not Placed
1152,1,7.96,Data Analyst,Service
1153,0,0.0,Not Placed,Not Placed
1154,0,0.0,Not Placed,Not Placed
1155,1,6.78,Consulting,Product
1156,0,0.0,Not Placed,Not Placed
1157,0,0.0,Not Placed,Not Placed
1158,1,6.13,Product Analyst,Core
1159,0,0.0,Not Placed,Not Placed
1160,1,8.78,Business Analyst,Product
1161,1,6.25,Data Analyst,Product
1162,0,0.0,Not Placed,Not Placed
1163,0,0.0,Not Placed,Not Placed
1164,1,7.02,Core Engineering,Startup
1165,0,0.0,Not Placed,Not Placed
1166,1,6.52,Consulting,Service
1167,1,5.08,Data Analyst,Startup
1168,0,0.0,Not Placed,Not Placed
1169,1,7.37,Business Analyst,Consulting
1170,0,0.0,Not Placed,Not Placed
1171,0,0.0,Not Placed,Not Placed
1172,0,0.0,Not Placed,Not Placed
1173,1,4.82,Business Analyst,Service
1174,1,6.08,Data Analyst,Service
1175,1,4.37,Business Analyst,Service
1176,1,5.86,Consulting,Consulting
1177,1,5.29,Software Engineer,Core
1178,0,0.0,Not Placed,Not Placed
1179,0,0.0,Not Placed,Not Placed
1180,1,5.73,Product Analyst,Startup
1181,1,5.28,Core Engineering,Service
1182,1,8.93,Data Analyst,Startup
1183,1,5.55,Product Analyst,Startup
1184,1,3.0,Data Analyst,Consulting
1185,0,0.0,Not Placed,Not Placed
1186,1,4.87,Product Analyst,Startup
1187,0,0.0,Not Placed,Not Placed
1188,1,6.74,Consulting,Service
1189,0,0.0,Not Placed,Not Placed
1190,0,0.0,Not Placed,Not Placed
1191,0,0.0,Not Placed,Not Placed
1192,1,5.7,Core Engineering,Product
1193,0,0.0,Not Placed,Not Placed
1194,0,0.0,Not Placed,Not Placed
1195,1,6.97,Software Engineer,Consulting
1196,1,5.09,Consulting,Product
1197,0,0.0,Not Placed,Not Placed
1198,0,0.0,Not Placed,Not Placed
1199,0,0.0,Not Placed,Not Placed
1200,0,0.0,Not Placed,Not Placed
1201,1,5.19,Consulting,Service
1202,1,3.88,Consulting,Startup
1203,0,0.0,Not Placed,Not Placed
1204,1,5.7,Product Analyst,Service
1205,0,0.0,Not Placed,Not Placed
1206,0,0.0,Not Placed,Not Placed
1207,1,5.03,Product Analyst,Service
1208,0,0.0,Not Placed,Not Placed
1209,0,0.0,Not Placed,Not Placed
1210,0,0.0,Not Placed,Not Placed
1211,1,7.59,Core Engineering,Startup
1212,1,8.01,Business Analyst,Service
1213,0,0.0,Not Placed,Not Placed
1214,1,3.78,Software Engineer,Service
1215,1,4.29,Data Analyst,Service
1216,0,0.0,Not Placed,Not Placed
1217,0,0.0,Not Placed,Not Placed
1218,1,4.82,Data Analyst,Startup
1219,1,8.27,Data Analyst,Service
1220,0,0.0,Not Placed,Not Placed
1221,1,6.05,Business Analyst,Service
1222,0,0.0,Not Placed,Not Placed
1223,1,4.71,Software Engineer,Service
1224,1,4.54,Data Analyst,Product
1225,1,6.06,Data Analyst,Service
1226,0,0.0,Not Placed,Not Placed
1227,1,8.23,Data Analyst,Product
1228,1,6.15,Software Engineer,Service
1229,1,6.87,Software Engineer,Startup
1230,1,7.7,Business Analyst,Product
1231,0,0.0,Not Placed,Not Placed
1232,1,4.65,Data Analyst,Product
1233,0,0.0,Not Placed,Not Placed
1234,1,5.32,Software Engineer,Startup
1235,1,4.21,Data Analyst,Startup
1236,0,0.0,Not Placed,Not Placed
1237,0,0.0,Not Placed,Not Placed
1238,0,0.0,Not Placed,Not Placed
1239,1,4.67,Product Analyst,Product
1240,0,0.0,Not Placed,Not Placed
1241,0,0.0,Not Placed,Not Placed
1242,0,0.0,Not Placed,Not Placed
1243,1,7.23,Product Analyst,Consulting
1244,0,0.0,Not Placed,Not Placed
1245,1,4.93,Software Engineer,Service
1246,1,7.64,Consulting,Startup
1247,1,5.26,Data Analyst,Service
1248,1,5.42,Software Engineer,Product
1249,0,0.0,Not Placed,Not Placed
1250,1,5.63,Business Analyst,Service
1251,1,5.2,Business Analyst,Service
1252,1,4.32,Business Analyst,Service
1253,0,0.0,Not Placed,Not Placed
1254,0,0.0,Not Placed,Not Placed
1255,0,0.0,Not Placed,Not Placed
1256,0,0.0,Not Placed,Not Placed
1257,0,0.0,Not Placed,Not Placed
1258,1,7.09,Software Engineer,Core
1259,0,0.0,Not Placed,Not Placed
1260,0,0.0,Not Placed,Not Placed
1261,1,4.44,Product Analyst,Service
1262,0,0.0,Not Placed,Not Placed
1263,0,0.0,Not Placed,Not Placed
1264,0,0.0,Not Placed,Not Placed
1265,0,0.0,Not Placed,Not Placed
1266,0,0.0,Not Placed,Not Placed
1267,1,6.24,Consulting,Startup
1268,1,4.25,Product Analyst,Service
1269,1,3.47,Software Engineer,Core
1270,0,0.0,Not Placed,Not Placed
1271,1,5.89,Consulting,Product
1272,0,0.0,Not Placed,Not Placed
1273,1,6.43,Product Analyst,Service
1274,0,0.0,Not Placed,Not Placed
1275,0,0.0,Not Placed,Not Placed
1276,1,6.29,Software Engineer,Consulting
1277,0,0.0,Not Placed,Not Placed
1278,0,0.0,Not Placed,Not Placed
1279,0,0.0,Not Placed,Not Placed
1280,0,0.0,Not Placed,Not Placed
1281,0,0.0,Not Placed,Not Placed
1282,1,5.17,Software Engineer,Startup
1283,1,7.23,Data Analyst,Consulting
1284,0,0.0,Not Placed,Not Placed
1285,1,3.5,Core Engineering,Service
1286,1,6.61,Core Engineering,Product
1287,1,6.0,Software Engineer,Service
1288,1,6.49,Core Engineering,Product
1289,0,0.0,Not Placed,Not Placed
1290,0,0.0,Not Placed,Not Placed
1291,0,0.0,Not Placed,Not Placed
1292,1,8.12,Data Analyst,Service
1293,0,0.0,Not Placed,Not Placed
1294,0,0.0,Not Placed,Not Placed
1295,1,3.0,Business Analyst,Service
1296,1,5.34,Business Analyst,Service
1297,0,0.0,Not Placed,Not Placed
1298,1,4.6,Product Analyst,Service
1299,1,5.36,Data Analyst,Core
1300,0,0.0,Not Placed,Not Placed
1301,0,0.0,Not Placed,Not Placed
1302,1,5.49,Business Analyst,Consulting
1303,0,0.0,Not Placed,Not Placed
1304,1,7.52,Consulting,Consulting
1305,1,7.07,Software Engineer,Startup
1306,0,0.0,Not Placed,Not Placed
1307,0,0.0,Not Placed,Not Placed
1308,0,0.0,Not Placed,Not Placed
1309,1,4.21,Consulting,Consulting
1310,1,6.42,Core Engineering,Core
1311,1,6.03,Core Engineering,Product
1312,1,6.58,Business Analyst,Product
1313,1,5.52,Consulting,Service
1314,1,7.4,Core Engineering,Product
1315,0,0.0,Not Placed,Not Placed
1316,0,0.0,Not Placed,Not Placed
1317,0,0.0,Not Placed,Not Placed
1318,0,0.0,Not Placed,Not Placed
1319,0,0.0,Not Placed,Not Placed
1320,0,0.0,Not Placed,Not Placed
1321,1,4.63,Product Analyst,Core
1322,0,0.0,Not Placed,Not Placed
1323,0,0.0,Not Placed,Not Placed
1324,0,0.0,Not Placed,Not Placed
1325,1,3.0,Product Analyst,Service
1326,1,7.33,Software Engineer,Consulting
1327,1,7.19,Software Engineer,Service
1328,1,7.71,Business Analyst,Consulting
1329,0,0.0,Not Placed,Not Placed
1330,0,0.0,Not Placed,Not Placed
1331,0,0.0,Not Placed,Not Placed
1332,1,4.87,Consulting,Service
1333,1,5.97,Consulting,Service
1334,1,8.55,Data Analyst,Service
1335,0,0.0,Not Placed,Not Placed
1336,1,8.3,Software Engineer,Startup
1337,0,0.0,Not Placed,Not Placed
1338,1,5.24,Software Engineer,Consulting
1339,1,3.94,Core Engineering,Service
1340,0,0.0,Not Placed,Not Placed
1341,1,6.21,Core Engineering,Product
1342,0,0.0,Not Placed,Not Placed
1343,0,0.0,Not Placed,Not Placed
1344,0,0.0,Not Placed,Not Placed
1345,0,0.0,Not Placed,Not Placed
1346,1,6.43,Data Analyst,Service
1347,0,0.0,Not Placed,Not Placed
1348,1,6.68,Core Engineering,Product
1349,1,7.97,Core Engineering,Service
1350,0,0.0,Not Placed,Not Placed
1351,0,0.0,Not Placed,Not Placed
1352,1,7.22,Product Analyst,Product
1353,1,3.0,Business Analyst,Product
1354,0,0.0,Not Placed,Not Placed
1355,0,0.0,Not Placed,Not Placed
1356,1,8.05,Product Analyst,Consulting
1357,0,0.0,Not Placed,Not Placed
1358,0,0.0,Not Placed,Not Placed
1359,0,0.0,Not Placed,Not Placed
1360,0,0.0,Not Placed,Not Placed
1361,1,8.44,Data Analyst,Service
1362,1,4.76,Core Engineering,Startup
1363,0,0.0,Not Placed,Not Placed
1364,0,0.0,Not Placed,Not Placed
1365,0,0.0,Not Placed,Not Placed
1366,1,5.94,Software Engineer,Service
1367,1,5.73,Business Analyst,Service
1368,1,5.49,Product Analyst,Service
1369,1,6.9,Core Engineering,Consulting
1370,0,0.0,Not Placed,Not Placed
1371,1,6.26,Product Analyst,Service
1372,1,8.03,Core Engineering,Service
1373,1,7.52,Product Analyst,Product
1374,0,0.0,Not Placed,Not Placed
1375,0,0.0,Not Placed,Not Placed
1376,0,0.0,Not Placed,Not Placed
1377,1,6.36,Product Analyst,Startup
1378,1,10.4,Software Engineer,Product
1379,0,0.0,Not Placed,Not Placed
1380,0,0.0,Not Placed,Not Placed
1381,1,5.06,Software Engineer,Product
1382,1,5.85,Business Analyst,Service
1383,1,8.91,Consulting,Service
1384,0,0.0,Not Placed,Not Placed
1385,0,0.0,Not Placed,Not Placed
1386,0,0.0,Not Placed,Not Placed
1387,0,0.0,Not Placed,Not Placed
1388,1,4.81,Software Engineer,Startup
1389,0,0.0,Not Placed,Not Placed
1390,1,6.61,Business Analyst,Service
1391,0,0.0,Not Placed,Not Placed
1392,0,0.0,Not Placed,Not Placed
1393,0,0.0,Not Placed,Not Placed
1394,0,0.0,Not Placed,Not Placed
1395,1,6.12,Core Engineering,Service
1396,0,0.0,Not Placed,Not Placed
1397,0,0.0,Not Placed,Not Placed
1398,1,6.54,Consulting,Consulting
1399,1,4.71,Business Analyst,Consulting
1400,1,6.59,Core Engineering,Service
1401,0,0.0,Not Placed,Not Placed
1402,1,7.72,Business Analyst,Product
1403,0,0.0,Not Placed,Not Placed
1404,0,0.0,Not Placed,Not Placed
1405,1,7.38,Software Engineer,Core
1406,1,5.62,Consulting,Startup
1407,0,0.0,Not Placed,Not Placed
1408,0,0.0,Not Placed,Not Placed
1409,0,0.0,Not Placed,Not Placed
1410,1,5.24,Core Engineering,Startup
1411,0,0.0,Not Placed,Not Placed
1412,1,5.28,Core Engineering,Consulting
1413,1,7.24,Data Analyst,Service
1414,0,0.0,Not Placed,Not Placed
1415,1,5.46,Business Analyst,Service
1416,0,0.0,Not Placed,Not Placed
1417,0,0.0,Not Placed,Not Placed
1418,1,5.9,Consulting,Startup
1419,1,7.02,Software Engineer,Product
1420,0,0.0,Not Placed,Not Placed
1421,1,7.63,Software Engineer,Core
1422,1,5.47,Software Engineer,Consulting
1423,0,0.0,Not Placed,Not Placed
1424,0,0.0,Not Placed,Not Placed
1425,0,0.0,Not Placed,Not Placed
1426,1,5.69,Data Analyst,Service
1427,0,0.0,Not Placed,Not Placed
1428,0,0.0,Not Placed,Not Placed
1429,1,9.04,Data Analyst,Startup
1430,0,0.0,Not Placed,Not Placed
1431,1,4.25,Software Engineer,Service
1432,1,7.33,Core Engineering,Startup
1433,1,5.87,Data Analyst,Consulting
1434,0,0.0,Not Placed,Not Placed
1435,0,0.0,Not Placed,Not Placed
1436,0,0.0,Not Placed,Not Placed
