student_id,branch,college_tier,cgpa,internships,projects,certifications,resume_score,readiness_score
533,IT,2,6.98,3,6,5,100.0,100.0
534,IT,3,7.49,0,7,2,77.0,100.0
535,CSE,3,8.0,1,7,5,93.0,100.0
536,EEE,3,8.36,1,4,2,58.0,100.0
537,ECE,3,6.74,2,4,6,97.0,100.0
538,CSE,2,8.81,1,4,6,90.0,100.0
539,EEE,3,7.9,0,1,6,16.0,100.0
540,CSE,3,7.47,1,3,4,69.0,100.0
541,ECE,3,5.14,2,6,3,98.0,100.0
542,IT,3,7.41,1,6,2,78.0,100.0
543,CSE,3,7.8,1,4,0,53.0,100.0
544,ECE,1,7.26,0,4,2,29.0,100.0
545,EEE,3,7.45,2,3,2,58.0,100.0
546,Civil,3,7.24,0,4,0,29.0,100.0
547,CSE,3,7.34,1,6,5,80.0,100.0
548,CSE,2,8.41,1,5,4,82.0,100.0
549,IT,3,7.48,1,3,6,59.0,100.0
550,CSE,3,8.88,1,6,6,98.0,100.0
551,Mechanical,3,7.24,0,6,1,57.0,100.0
552,IT,2,6.17,2,5,6,85.0,100.0
553,ECE,3,6.17,1,7,2,83.0,100.0
554,Civil,3,6.91,1,2,1,37.0,100.0
555,IT,3,8.23,0,3,3,35.0,100.0
556,EEE,3,6.54,0,5,5,61.0,100.0
557,ECE,3,7.61,0,5,1,51.0,100.0
558,CSE,2,6.94,1,6,2,66.0,100.0
559,EEE,2,6.5,3,1,5,74.0,100.0
560,ECE,3,9.11,3,5,3,97.0,100.0
561,Civil,2,6.54,1,7,5,96.0,100.0
562,Mechanical,3,7.26,0,5,2,46.0,100.0
563,CSE,3,7.43,1,2,0,37.0,100.0
564,CSE,3,8.97,3,6,6,100.0,100.0
565,CSE,3,7.42,0,1,4,31.0,100.0
566,CSE,2,7.88,0,5,4,39.0,100.0
567,ECE,2,7.31,1,6,4,71.0,100.0
568,CSE,2,7.98,0,2,1,24.0,100.0
569,CSE,3,6.41,0,2,3,20.0,100.0
570,CSE,2,6.19,1,2,5,52.0,100.0
571,CSE,3,6.7,0,2,2,34.0,100.0
572,Mechanical,3,6.76,1,5,0,44.0,94.4
573,Mechanical,3,7.38,0,2,4,34.0,100.0
574,EEE,3,5.35,1,2,2,40.0,100.0
575,CSE,2,8.03,0,1,3,24.0,100.0
576,CSE,3,6.77,0,5,4,67.0,100.0
577,Mechanical,3,6.52,0,4,6,62.0,100.0
578,IT,2,5.72,0,1,4,26.0,97.6
579,Civil,1,8.63,0,7,0,56.0,100.0
580,Mechanical,1,7.63,0,6,4,66.0,100.0
581,ECE,3,7.78,0,1,2,25.0,92.1
582,CSE,3,9.72,1,3,2,49.0,100.0
583,Civil,3,5.0,1,4,4,55.0,89.2
584,CSE,2,7.33,0,2,3,32.0,100.0
585,CSE,2,7.83,0,3,1,22.0,100.0
586,Mechanical,3,8.66,0,5,4,59.0,100.0
587,IT,2,7.21,1,7,5,78.0,100.0
588,CSE,2,6.7,0,4,1,30.0,90.6
589,EEE,3,9.11,2,7,1,96.0,100.0
590,IT,2,6.87,2,6,4,87.0,100.0
591,CSE,2,5.97,0,7,0,60.0,100.0
592,ECE,2,6.87,0,6,1,59.0,100.0
593,Civil,2,5.76,1,6,2,60.0,100.0
594,EEE,3,6.59,0,7,2,64.0,100.0
595,ECE,3,9.43,1,5,4,77.0,100.0
596,Civil,2,7.95,1,5,4,73.0,100.0
597,EEE,1,7.11,1,1,6,58.0,100.0
598,CSE,3,6.37,0,7,2,66.0,100.0
599,Mechanical,3,8.3,2,6,0,77.0,100.0
600,CSE,3,8.06,3,5,6,100.0,100.0
601,ECE,2,8.47,2,2,0,47.0,100.0
602,CSE,3,8.41,0,5,0,50.0,100.0
603,CSE,3,6.62,0,4,2,32.0,100.0
604,IT,2,8.9,2,4,1,67.0,100.0
605,CSE,3,5.86,1,4,6,78.0,100.0
606,ECE,3,6.4,1,6,2,75.0,100.0
607,CSE,3,8.17,0,5,6,59.0,100.0
608,CSE,2,5.05,1,6,4,74.0,100.0
609,Mechanical,3,8.07,1,2,1,42.0,100.0
610,Mechanical,3,6.98,1,7,3,81.0,100.0
611,IT,1,8.54,2,1,0,32.0,100.0
612,CSE,3,7.91,0,1,1,1.0,96.4
613,Civil,3,9.82,0,5,4,66.0,100.0
614,Mechanical,3,8.05,1,4,6,77.0,100.0
615,IT,3,7.18,2,3,4,57.0,100.0
616,CSE,3,7.91,3,7,3,100.0,100.0
617,ECE,3,7.02,1,2,4,40.0,100.0
618,IT,3,7.3,2,4,6,88.0,100.0
619,Mechanical,3,7.55,1,5,2,65.0,100.0
620,IT,1,6.71,2,6,4,91.0,100.0
621,CSE,1,8.17,2,7,6,100.0,100.0
622,IT,3,7.14,1,5,6,68.0,100.0
623,ECE,3,8.4,1,3,3,55.0,100.0
624,Mechanical,3,6.18,0,7,6,75.0,100.0
625,EEE,2,7.35,0,1,4,24.0,95.6
626,IT,3,6.94,0,7,4,67.0,100.0
627,Mechanical,1,7.77,0,3,5,46.0,100.0
628,IT,3,5.72,0,3,3,34.0,86.3
629,CSE,3,7.01,0,4,2,46.0,100.0
630,CSE,3,8.34,0,2,1,20.0,100.0
631,IT,2,7.79,0,3,6,62.0,100.0
632,EEE,1,5.23,3,3,4,85.0,100.0
633,Mechanical,3,5.74,1,6,4,68.0,100.0
634,CSE,1,6.63,1,2,6,40.0,100.0
635,Mechanical,2,5.21,1,2,5,46.0,100.0
636,CSE,3,8.96,0,1,2,24.0,100.0
637,IT,2,6.96,0,1,4,10.0,93.9
638,Mechanical,2,6.19,1,6,3,51.0,100.0
639,EEE,3,7.98,1,7,4,94.0,100.0
640,Civil,3,7.79,2,5,5,84.0,100.0
641,ECE,3,7.06,1,2,4,55.0,100.0
642,CSE,2,7.35,1,3,3,58.0,100.0
643,CSE,2,6.02,3,4,6,100.0,100.0
644,CSE,3,8.43,0,7,0,53.0,100.0
645,EEE,2,6.06,0,1,5,17.0,96.2
646,CSE,3,8.3,0,2,6,25.0,100.0
647,Mechanical,3,7.11,0,4,6,62.0,100.0
648,Mechanical,2,6.82,0,3,1,37.0,99.5
649,IT,3,7.14,0,3,0,39.0,100.0
650,ECE,2,9.12,1,7,4,100.0,100.0
651,ECE,2,7.87,2,4,2,76.0,100.0
652,CSE,3,6.69,2,3,2,49.0,100.0
653,CSE,3,5.79,1,5,5,85.0,100.0
654,Mechanical,2,5.71,1,4,1,54.0,100.0
655,CSE,3,7.79,0,3,0,14.0,92.5
656,Mechanical,3,5.96,1,4,1,64.0,100.0
657,CSE,1,7.93,0,2,5,36.0,100.0
658,Mechanical,1,7.6,2,6,4,98.0,100.0
659,Mechanical,2,6.65,2,7,3,100.0,100.0
660,ECE,3,5.89,0,3,2,38.0,89.9
661,ECE,3,7.13,1,6,3,77.0,100.0
662,ECE,2,6.73,0,7,4,83.0,100.0
663,Mechanical,3,6.98,0,7,2,59.0,100.0
664,ECE,2,8.63,2,1,6,58.0,100.0
665,Mechanical,2,5.71,3,6,6,100.0,100.0
666,Civil,3,8.59,1,3,4,47.0,100.0
667,Civil,2,6.56,1,2,1,38.0,100.0
668,CSE,1,6.1,1,2,6,36.0,100.0
669,ECE,3,8.07,0,3,4,31.0,100.0
670,CSE,2,6.47,3,5,0,86.0,100.0
671,Mechanical,2,8.0,0,3,2,24.0,100.0
672,CSE,3,7.91,0,6,2,54.0,100.0
673,Civil,1,8.98,0,4,1,51.0,96.6
674,Mechanical,3,9.25,0,1,0,11.0,100.0
675,ECE,3,7.87,0,7,1,51.0,100.0
676,CSE,3,6.78,0,7,5,75.0,100.0
677,EEE,3,8.14,0,1,2,20.0,100.0
678,Mechanical,3,7.19,2,3,2,58.0,100.0
679,Civil,2,6.22,2,3,1,54.0,100.0
680,CSE,3,8.15,0,5,1,57.0,100.0
681,CSE,3,6.84,0,4,6,58.0,100.0
682,CSE,3,7.17,1,2,2,44.0,100.0
683,CSE,3,8.76,2,7,3,100.0,100.0
684,EEE,3,8.07,0,6,4,61.0,100.0
685,EEE,3,8.17,1,7,4,83.0,100.0
686,Civil,2,7.49,1,5,4,69.0,100.0
687,IT,3,7.84,3,2,5,88.0,100.0
688,IT,3,8.45,0,2,1,24.0,100.0
689,CSE,2,7.45,2,5,1,72.0,100.0
690,CSE,2,6.97,0,4,3,39.0,100.0
691,EEE,2,5.87,3,2,5,67.0,100.0
692,CSE,3,6.41,0,5,5,56.0,100.0
693,CSE,3,9.39,0,6,5,66.0,100.0
694,ECE,3,7.11,1,7,1,84.0,100.0
695,CSE,3,5.84,0,6,1,45.0,100.0
696,Mechanical,3,6.69,0,7,0,67.0,100.0
697,ECE,3,8.22,0,5,1,37.0,100.0
698,Civil,3,7.05,1,6,1,67.0,100.0
699,CSE,3,8.1,0,1,6,27.0,97.4
700,Civil,2,7.75,1,1,3,42.0,100.0
701,IT,3,8.03,1,3,0,43.0,100.0
702,IT,1,7.69,1,3,1,42.0,100.0
703,CSE,2,6.16,0,5,5,57.0,91.5
704,CSE,2,8.57,0,2,2,3.0,94.2
705,CSE,3,7.18,2,4,4,66.0,100.0
706,CSE,1,6.38,1,4,4,57.0,100.0
707,CSE,3,8.13,1,6,1,57.0,100.0
708,Mechanical,3,6.51,0,4,3,43.0,100.0
709,CSE,3,5.72,3,6,3,100.0,100.0
710,IT,3,7.29,0,6,6,73.0,100.0
711,EEE,3,7.09,3,6,0,88.0,100.0
712,Mechanical,3,8.21,0,3,3,26.0,94.5
713,CSE,2,7.76,0,2,2,22.0,100.0
714,Mechanical,1,8.25,1,7,3,87.0,100.0
715,EEE,2,7.65,1,1,1,28.0,100.0
716,Mechanical,3,7.0,1,1,4,59.0,100.0
717,IT,3,5.66,1,7,4,97.0,100.0
718,IT,1,7.37,2,3,4,74.0,100.0
719,CSE,3,7.0,3,1,2,48.0,100.0
720,CSE,1,8.45,0,6,1,44.0,100.0
721,ECE,3,6.5,0,4,3,41.0,100.0
722,CSE,3,6.99,2,2,4,67.0,100.0
723,EEE,2,8.4,0,1,5,27.0,100.0
724,ECE,3,6.93,1,3,0,43.0,100.0
725,CSE,2,5.15,1,6,4,74.0,100.0
726,CSE,2,8.16,0,3,0,41.0,92.6
727,Mechanical,3,6.31,0,5,6,75.0,100.0
728,EEE,3,7.65,0,7,5,68.0,100.0
729,Mechanical,3,6.56,2,4,3,69.0,100.0
730,CSE,3,6.92,2,5,4,100.0,100.0
731,CSE,2,6.19,2,4,0,64.0,100.0
732,CSE,1,7.26,0,6,0,42.0,100.0
733,ECE,3,7.1,0,3,3,28.0,100.0
734,EEE,3,8.08,1,4,4,51.0,100.0
735,ECE,3,6.59,0,7,4,81.0,100.0
736,CSE,1,7.29,0,3,1,33.0,100.0
737,Civil,2,7.96,0,5,1,29.0,100.0
738,CSE,1,6.83,0,5,1,43.0,100.0
739,CSE,3,5.65,0,4,0,34.0,95.6
740,ECE,2,7.23,1,3,6,48.0,100.0
741,CSE,2,7.19,1,4,2,59.0,100.0
742,CSE,3,5.0,1,4,2,57.0,100.0
743,Mechanical,1,5.82,0,5,6,68.0,100.0
744,Mechanical,2,6.4,1,4,6,85.0,100.0
745,CSE,2,7.72,1,5,0,50.0,100.0
746,ECE,2,6.43,1,7,0,72.0,100.0
747,CSE,1,9.53,2,5,6,91.0,100.0
748,IT,3,7.39,0,1,1,6.0,71.6
749,IT,1,7.06,0,4,2,50.0,95.2
750,ECE,2,6.6,1,3,0,42.0,98.1
751,ECE,3,8.48,1,4,3,63.0,100.0
752,CSE,3,7.37,1,7,0,69.0,100.0
753,ECE,1,6.58,0,2,6,37.0,100.0
754,ECE,2,7.48,0,2,5,40.0,100.0
755,Mechanical,2,7.88,0,7,0,53.0,100.0
756,IT,3,6.09,1,2,3,39.0,100.0
757,ECE,2,6.33,0,6,1,49.0,100.0
758,Mechanical,2,6.9,2,4,5,73.0,100.0
759,CSE,3,8.12,0,2,0,10.0,100.0
760,CSE,2,8.13,2,3,2,52.0,100.0
761,CSE,3,6.03,2,1,4,55.0,100.0
762,EEE,3,7.52,3,5,4,90.0,100.0
763,CSE,1,6.68,2,5,4,87.0,100.0
764,CSE,3,6.6,0,3,0,17.0,92.8
765,Mechanical,2,7.51,0,5,2,44.0,100.0
766,CSE,3,5.83,1,1,6,58.0,99.7
767,CSE,3,7.28,1,2,2,35.0,100.0
768,IT,2,5.0,2,7,6,100.0,100.0
769,IT,1,8.0,0,2,4,31.0,100.0
770,Civil,2,6.46,0,1,6,41.0,100.0
771,CSE,3,8.05,2,6,0,71.0,100.0
772,CSE,2,6.25,1,7,0,65.0,100.0
773,IT,3,8.62,1,5,6,78.0,100.0
774,Civil,2,7.87,2,1,2,55.0,100.0
775,ECE,2,6.64,3,5,5,94.0,100.0
776,EEE,3,8.53,1,1,2,38.0,96.8
777,ECE,3,7.04,0,5,0,35.0,100.0
778,CSE,3,8.2,2,6,6,100.0,100.0
779,CSE,1,7.38,2,6,5,91.0,100.0
780,EEE,1,6.79,0,4,5,52.0,100.0
781,IT,3,7.99,0,7,0,71.0,100.0
782,Mechanical,3,6.62,2,4,2,72.0,100.0
783,CSE,3,8.47,1,7,0,73.0,100.0
784,CSE,2,6.64,0,4,3,57.0,100.0
785,CSE,3,8.46,1,3,0,33.0,100.0
786,IT,3,6.72,3,3,2,76.0,100.0
787,IT,3,7.04,1,3,1,41.0,100.0
788,IT,3,7.59,1,7,0,73.0,100.0
789,IT,3,7.57,1,1,0,24.0,99.8
790,CSE,2,7.24,0,6,5,56.0,100.0
791,EEE,2,9.15,0,3,3,30.0,100.0
792,Civil,3,8.52,1,3,5,57.0,100.0
793,CSE,3,6.64,1,3,1,35.0,100.0
794,CSE,3,7.86,1,3,6,71.0,100.0
795,EEE,3,7.08,0,7,2,68.0,100.0
796,CSE,2,6.27,1,4,0,31.0,100.0
797,IT,3,5.0,0,1,2,26.0,100.0
798,ECE,3,8.93,1,5,0,49.0,100.0
799,EEE,3,5.76,0,4,1,45.0,99.0
800,CSE,2,5.75,1,5,3,72.0,100.0
801,CSE,3,7.18,0,3,4,39.0,100.0
802,CSE,2,6.57,3,5,2,99.0,100.0
803,IT,3,7.23,3,6,2,100.0,100.0
804,CSE,3,6.75,0,1,0,12.0,100.0
805,EEE,3,6.89,0,2,4,32.0,100.0
806,CSE,3,7.27,0,4,3,52.0,100.0
807,EEE,1,6.62,1,5,3,67.0,100.0
808,IT,2,8.06,0,5,1,38.0,100.0
809,CSE,2,8.59,0,4,0,38.0,100.0
810,ECE,3,7.54,1,5,3,63.0,100.0
811,CSE,2,5.03,0,6,3,70.0,100.0
812,IT,1,6.37,2,2,6,69.0,100.0
813,IT,3,7.69,1,3,1,41.0,100.0
814,IT,3,9.07,0,7,6,82.0,100.0
815,CSE,3,9.9,0,7,1,64.0,100.0
816,Mechanical,3,6.59,1,6,5,81.0,100.0
817,CSE,2,6.74,0,3,4,43.0,100.0
818,CSE,2,6.56,2,1,5,64.0,100.0
819,Civil,3,7.3,3,4,3,91.0,100.0
820,ECE,1,7.19,3,6,2,81.0,100.0
821,ECE,3,6.75,0,3,2,22.0,96.0
822,CSE,3,7.21,0,3,2,32.0,100.0
823,CSE,2,5.68,1,1,3,27.0,100.0
824,ECE,3,8.37,1,6,2,69.0,100.0
825,CSE,3,5.48,1,7,1,72.0,100.0
826,CSE,2,5.99,3,2,5,77.0,100.0
827,Civil,3,7.33,2,7,5,100.0,100.0
828,Civil,2,7.81,0,6,4,54.0,93.0
829,CSE,3,6.0,0,1,6,29.0,100.0
830,IT,3,7.08,1,4,5,58.0,100.0
831,Civil,3,6.82,0,2,6,39.0,93.8
832,EEE,3,7.11,0,7,5,84.0,100.0
833,ECE,3,7.08,1,5,1,68.0,97.4
834,CSE,3,7.28,0,7,0,68.0,100.0
835,CSE,3,6.08,1,2,3,55.0,100.0
836,EEE,2,5.77,1,7,6,98.0,100.0
837,Mechanical,2,7.3,0,2,3,27.0,88.0
838,Mechanical,3,7.59,0,4,5,54.0,100.0
839,Mechanical,2,8.1,0,4,3,48.0,100.0
840,Civil,3,8.65,0,1,1,4.0,86.0
841,EEE,3,8.22,1,1,6,50.0,100.0
842,Civil,3,5.53,1,3,4,56.0,100.0
843,CSE,2,8.73,0,4,1,49.0,100.0
844,ECE,2,7.04,1,7,4,96.0,100.0
845,CSE,2,6.16,0,1,0,0.0,88.0
846,CSE,3,7.18,1,3,5,60.0,100.0
847,Civil,2,5.44,1,3,5,58.0,100.0
848,ECE,3,6.7,2,4,1,66.0,100.0
849,IT,3,7.47,0,7,1,68.0,100.0
850,ECE,3,5.69,1,7,3,90.0,100.0
851,Mechanical,3,5.72,0,1,4,22.0,88.0
852,CSE,3,7.8,1,7,2,83.0,100.0
853,CSE,3,8.06,0,2,6,23.0,100.0
854,CSE,3,7.51,1,1,1,33.0,100.0
855,EEE,3,7.36,0,3,0,21.0,100.0
856,CSE,1,7.84,1,3,2,60.0,100.0
857,Civil,3,5.0,0,5,3,50.0,100.0
858,ECE,3,7.18,2,6,0,83.0,100.0
859,Mechanical,2,6.12,0,5,6,55.0,100.0
860,CSE,3,5.28,1,1,2,31.0,100.0
861,CSE,3,7.61,0,4,6,51.0,100.0
862,CSE,3,7.87,0,6,0,49.0,88.0
863,Civil,2,6.09,1,2,1,47.0,100.0
864,Civil,3,5.13,2,1,1,50.0,100.0
865,CSE,3,7.64,0,3,3,45.0,100.0
866,Mechanical,3,7.87,3,2,1,63.0,100.0
867,ECE,3,8.04,1,7,2,84.0,100.0
868,CSE,2,9.37,2,7,2,87.0,100.0
869,Mechanical,2,9.06,0,3,3,41.0,100.0
870,Civil,3,8.44,2,1,2,32.0,100.0
871,Mechanical,1,7.47,1,3,0,37.0,100.0
872,CSE,3,6.28,0,6,2,49.0,100.0
873,IT,3,6.25,1,4,2,58.0,96.4
874,Civil,3,7.74,0,6,0,53.0,95.2
875,Civil,3,7.36,0,3,6,43.0,100.0
876,CSE,2,5.19,1,2,6,53.0,100.0
877,Civil,3,6.53,0,4,5,58.0,100.0
878,ECE,3,8.31,0,5,1,36.0,100.0
879,CSE,3,7.28,1,7,0,50.0,100.0
880,ECE,3,7.65,1,3,2,46.0,100.0
881,Civil,1,7.35,1,6,6,65.0,100.0
882,CSE,1,5.0,0,6,5,71.0,100.0
883,EEE,2,6.95,1,2,5,56.0,100.0
884,EEE,2,6.39,0,6,6,62.0,100.0
885,CSE,2,8.2,0,1,4,23.0,100.0
886,IT,3,6.15,0,3,5,36.0,100.0
887,CSE,3,6.95,2,1,3,57.0,100.0
888,CSE,2,6.84,1,6,5,87.0,100.0
889,Mechanical,3,6.47,1,5,3,56.0,100.0
890,ECE,2,8.33,1,4,3,63.0,100.0
891,IT,3,8.7,0,7,4,79.0,100.0
892,Civil,3,5.77,1,6,3,82.0,100.0
893,CSE,2,6.03,0,4,0,30.0,81.1
894,ECE,2,6.46,1,1,3,35.0,94.6
895,Civil,3,5.04,0,7,1,55.0,91.4
896,IT,2,5.74,2,7,3,100.0,100.0
897,Mechanical,2,8.69,1,1,3,38.0,100.0
898,ECE,1,7.02,0,2,3,33.0,97.0
899,Mechanical,3,6.39,2,6,1,85.0,100.0
900,IT,3,8.32,1,2,4,46.0,100.0
901,ECE,3,7.51,1,5,5,74.0,100.0
902,CSE,3,8.93,0,1,4,29.0,100.0
903,Mechanical,2,5.0,1,7,3,85.0,100.0
904,Mechanical,3,6.25,0,6,4,64.0,100.0
905,Mechanical,1,7.49,1,5,3,66.0,100.0
906,CSE,1,7.95,0,1,5,25.0,100.0
907,EEE,3,8.16,1,3,1,36.0,100.0
908,Mechanical,3,8.97,2,5,1,65.0,100.0
909,IT,3,7.58,0,3,6,62.0,100.0
910,Mechanical,3,5.6,2,2,1,52.0,100.0
911,CSE,2,9.8,2,7,5,100.0,100.0
912,ECE,2,7.82,0,3,0,37.0,98.0
913,Mechanical,3,7.83,0,6,3,56.0,100.0
914,Civil,2,7.97,0,4,4,43.0,100.0
915,CSE,2,7.24,1,3,1,41.0,100.0
916,EEE,3,6.79,0,5,1,52.0,100.0
917,Civil,3,7.85,1,7,4,87.0,100.0
918,ECE,2,8.26,3,4,1,75.0,100.0
919,ECE,3,7.93,1,4,5,65.0,100.0
920,IT,1,6.85,0,6,4,65.0,100.0
921,EEE,1,8.64,0,1,4,13.0,100.0
922,CSE,3,8.85,2,1,4,50.0,99.0
923,EEE,3,6.84,1,5,1,59.0,100.0
924,ECE,3,7.71,2,4,1,64.0,100.0
925,Mechanical,2,7.81,1,3,1,44.0,100.0
926,ECE,3,5.79,1,1,6,54.0,100.0
927,CSE,3,7.73,2,5,1,65.0,100.0
928,ECE,3,7.87,1,6,3,59.0,100.0
929,CSE,3,8.23,0,1,5,35.0,100.0
930,Mechanical,2,7.28,0,7,4,89.0,100.0
931,CSE,3,6.55,0,5,0,48.0,98.4
932,CSE,2,5.75,0,4,4,56.0,100.0
933,Mechanical,3,7.24,0,4,4,53.0,100.0
934,Mechanical,2,6.69,0,7,4,69.0,100.0
935,Mechanical,2,7.65,0,5,6,64.0,100.0
936,IT,1,7.56,1,4,0,50.0,100.0
937,CSE,3,8.98,0,5,6,57.0,100.0
938,EEE,3,7.02,0,1,5,27.0,68.1
939,IT,2,8.48,0,1,5,21.0,100.0
940,Mechanical,1,10.0,0,4,4,44.0,100.0
941,CSE,3,7.66,0,2,2,35.0,91.7
942,CSE,3,7.37,1,3,1,43.0,100.0
943,CSE,2,7.01,0,3,5,47.0,100.0
944,CSE,1,7.71,1,5,1,68.0,100.0
945,CSE,2,9.11,1,4,6,81.0,100.0
946,ECE,3,8.7,1,1,3,46.0,100.0
947,Mechanical,1,6.58,1,3,6,50.0,100.0
948,ECE,3,7.88,2,3,1,55.0,100.0
949,Civil,2,7.57,0,2,0,6.0,97.1
950,Civil,3,7.06,2,2,2,53.0,100.0
951,Mechanical,3,7.06,0,2,6,46.0,99.1
952,Civil,3,5.63,0,5,3,63.0,88.8
953,CSE,3,7.3,1,1,0,14.0,100.0
954,ECE,2,8.02,0,5,3,36.0,100.0
955,EEE,3,7.0,0,4,4,43.0,100.0
956,Civil,3,9.45,1,1,2,30.0,99.4
957,Mechanical,3,7.02,0,5,0,25.0,99.8
958,Mechanical,3,6.72,0,2,2,15.0,97.4
959,Civil,2,6.71,1,3,1,58.0,100.0
960,IT,3,6.73,0,6,3,51.0,100.0
961,EEE,1,7.02,1,1,6,58.0,100.0
962,Civil,2,6.13,0,2,1,12.0,88.7
963,EEE,3,7.57,0,1,4,19.0,100.0
964,ECE,3,6.88,1,3,1,49.0,100.0
965,IT,3,7.67,0,7,6,88.0,100.0
966,EEE,2,8.39,2,4,5,77.0,100.0
967,Mechanical,3,6.54,0,2,4,38.0,97.8
968,EEE,3,8.42,0,2,5,28.0,100.0
969,IT,3,6.53,1,6,2,75.0,100.0
970,EEE,2,6.05,1,7,2,91.0,100.0
971,CSE,3,7.41,2,2,1,58.0,100.0
972,Civil,2,9.44,0,1,0,2.0,100.0
973,CSE,2,7.73,0,5,1,50.0,100.0
974,IT,2,8.14,1,4,0,54.0,100.0
975,ECE,3,5.49,0,1,0,2.0,81.8
976,Civil,2,6.46,2,3,3,68.0,100.0
977,Mechanical,3,7.49,1,7,5,85.0,100.0
978,EEE,3,7.39,1,6,6,63.0,100.0
979,IT,3,7.17,0,6,0,53.0,100.0
980,EEE,3,6.17,1,5,2,80.0,100.0
981,IT,3,6.72,3,1,0,56.0,100.0
982,ECE,2,6.44,1,6,4,75.0,100.0
983,ECE,3,7.02,1,4,3,67.0,100.0
984,Mechanical,3,7.65,1,6,2,66.0,100.0
985,EEE,3,5.91,0,5,5,84.0,100.0
986,EEE,2,7.8,2,2,3,52.0,100.0
987,Civil,3,6.38,1,6,1,68.0,100.0
988,Mechanical,3,6.57,0,2,6,33.0,100.0
989,EEE,1,6.5,0,6,3,56.0,100.0
990,IT,2,6.53,0,1,6,35.0,90.3
991,CSE,3,8.6,1,7,2,75.0,100.0
992,CSE,3,5.79,0,5,0,33.0,100.0
993,EEE,1,7.1,1,7,5,86.0,100.0
994,Mechanical,3,7.66,1,5,3,62.0,100.0
995,IT,3,5.76,0,6,6,67.0,100.0
996,EEE,1,6.99,1,5,1,61.0,100.0
997,CSE,3,6.5,0,5,0,42.0,100.0
998,Mechanical,2,7.4,0,1,5,17.0,96.2
999,IT,2,6.6,1,3,2,47.0,100.0
1000,Mechanical,3,5.89,0,3,3,40.0,98.7
1001,CSE,1,5.43,0,1,6,31.0,100.0
1002,Mechanical,3,6.15,1,6,1,70.0,100.0
1003,Mechanical,3,5.44,1,4,5,71.0,100.0
1004,CSE,2,7.45,0,6,6,69.0,100.0
1005,IT,3,7.15,0,2,0,18.0,94.2
1006,EEE,3,6.5,0,3,4,41.0,99.6
1007,Civil,3,8.21,1,4,2,63.0,100.0
1008,CSE,3,8.09,3,2,4,70.0,100.0
1009,CSE,3,6.8,0,6,2,43.0,95.9
1010,CSE,3,8.52,1,6,4,80.0,100.0
1011,IT,1,8.72,0,1,6,31.0,100.0
1012,ECE,1,6.43,3,1,6,63.0,100.0
1013,IT,2,7.86,3,5,6,100.0,100.0
1014,IT,3,7.19,2,1,6,56.0,100.0
1015,Civil,1,6.93,0,5,2,47.0,100.0
1016,Civil,3,6.46,1,6,6,91.0,100.0
1017,IT,3,8.0,1,6,4,74.0,100.0
1018,Civil,3,5.52,0,5,0,36.0,100.0
1019,ECE,2,7.14,0,2,6,39.0,100.0
1020,CSE,2,6.19,0,5,0,58.0,93.3
1021,CSE,2,5.37,0,3,4,38.0,100.0
1022,CSE,2,7.12,1,6,4,80.0,100.0
1023,CSE,2,6.64,1,4,3,51.0,100.0
1024,Civil,2,8.26,2,1,6,68.0,100.0
1025,Mechanical,2,6.47,0,3,4,47.0,100.0
1026,IT,3,8.53,0,5,6,53.0,100.0
1027,EEE,2,6.43,0,3,0,18.0,100.0
1028,CSE,1,6.79,0,6,0,56.0,100.0
1029,CSE,2,6.87,0,6,2,58.0,100.0
1030,IT,2,8.38,2,1,4,60.0,100.0
1031,CSE,2,7.89,0,7,3,58.0,92.9
1032,ECE,3,5.17,0,5,2,56.0,100.0
1033,CSE,2,6.92,0,5,3,59.0,100.0
1034,Civil,3,8.77,0,7,2,62.0,100.0
1035,CSE,3,7.21,0,5,0,26.0,100.0
1036,ECE,2,7.03,0,2,0,14.0,82.2
1037,CSE,3,6.87,1,2,1,30.0,100.0
1038,CSE,3,7.94,1,1,2,32.0,100.0
1039,ECE,3,7.26,0,1,6,27.0,100.0
1040,Civil,3,7.0,1,4,5,72.0,100.0
1041,EEE,2,6.81,0,7,1,55.0,100.0
1042,CSE,2,9.29,2,3,1,60.0,100.0
1043,Civil,3,7.95,0,3,4,41.0,100.0
1044,ECE,2,8.45,0,6,6,89.0,100.0
1045,EEE,3,7.07,0,2,3,40.0,100.0
1046,CSE,2,7.8,1,6,0,67.0,100.0
1047,CSE,2,6.99,0,5,0,45.0,100.0
1048,EEE,3,7.8,0,4,6,58.0,100.0
1049,Mechanical,3,9.23,1,3,6,71.0,100.0
1050,CSE,1,8.43,0,1,6,31.0,96.4
1051,CSE,2,6.94,2,6,1,65.0,100.0
1052,EEE,3,7.35,0,7,4,78.0,100.0
1053,ECE,3,7.01,0,6,3,62.0,100.0
1054,ECE,3,7.94,0,3,5,36.0,100.0
1055,IT,3,5.0,0,2,6,37.0,100.0
1056,ECE,2,7.94,1,6,1,65.0,100.0
1057,Mechanical,3,7.05,1,5,6,76.0,100.0
1058,CSE,3,9.98,0,3,1,29.0,100.0
1059,CSE,2,6.58,0,1,4,18.0,93.9
1060,Civil,3,7.53,1,5,5,72.0,100.0
1061,CSE,3,7.33,3,7,5,100.0,100.0
1062,IT,3,7.36,1,1,6,44.0,100.0
1063,EEE,2,6.19,0,5,6,65.0,100.0
