student_id,applications_sent,oa_attempted,oa_cleared,interviews_received,interviews_cleared,offers_received
994,61,52,17,6,2,2
995,53,49,17,6,1,0
996,141,117,49,12,6,0
997,98,68,21,1,0,0
998,29,25,7,0,0,0
999,140,121,67,20,10,1
1000,100,69,30,4,1,0
1001,79,61,22,7,1,0
1002,123,73,33,12,6,2
1003,75,49,22,8,2,1
1004,100,87,23,10,5,1
1005,36,16,6,1,1,0
1006,70,39,14,7,3,1
1007,138,95,23,8,1,0
1008,86,72,28,6,3,2
1009,43,39,17,5,3,0
1010,36,22,6,2,2,1
1011,28,21,9,3,1,1
1012,122,72,29,11,2,1
1013,85,73,31,4,2,1
1014,62,48,19,3,0,0
1015,125,77,35,11,6,3
1016,139,102,43,14,6,3
1017,52,38,15,4,3,0
1018,93,66,23,11,2,0
1019,41,35,15,4,3,1
1020,47,33,13,3,2,0
1021,112,86,35,15,6,0
1022,93,69,29,11,5,1
1023,38,26,8,2,1,0
1024,133,93,35,8,4,1
1025,99,70,23,6,3,0
1026,93,69,24,5,3,0
1027,123,73,32,7,5,0
1028,109,93,50,19,4,1
1029,83,60,24,7,3,1
1030,94,69,22,9,5,1
1031,26,21,9,2,2,1
1032,77,61,20,5,2,0
1033,124,84,24,6,0,0
1034,125,111,68,20,4,0
1035,149,95,44,15,6,1
1036,29,24,6,2,1,0
1037,130,107,43,17,6,3
1038,32,19,5,2,1,1
1039,56,28,13,4,2,0
1040,136,79,45,14,8,2
1041,53,43,20,4,1,0
1042,25,20,9,3,2,0
1043,88,65,17,4,2,0
1044,93,69,29,6,5,1
1045,28,18,7,3,0,0
1046,109,75,18,8,3,1
1047,27,21,8,3,1,1
1048,85,55,32,8,1,0
1049,27,16,2,1,0,0
1050,75,47,15,1,0,0
1051,73,60,19,7,1,1
1052,147,110,45,9,4,0
1053,132,90,37,14,7,3
1054,27,18,7,3,1,1
1055,106,85,37,9,5,0
1056,36,31,16,4,0,0
1057,115,85,31,6,2,0
1058,56,49,14,4,1,1
1059,87,51,15,5,2,0
1060,48,43,13,6,4,1
1061,83,60,25,10,9,4
1062,135,97,38,10,2,1
1063,117,81,35,8,3,1
1064,42,24,10,3,1,0
1065,86,58,28,10,5,1
1066,26,24,6,1,1,0
1067,102,72,31,11,3,1
1068,118,69,31,5,2,0
1069,101,79,26,10,5,0
1070,80,62,15,7,4,1
1071,128,99,25,10,4,2
1072,125,99,30,6,1,0
1073,138,87,40,9,5,0
1074,26,21,7,1,1,0
1075,101,63,31,4,2,0
1076,64,43,20,5,2,0
1077,102,78,33,7,4,1
1078,48,39,17,3,2,1
1079,135,95,47,12,6,3
1080,80,59,29,12,5,1
1081,28,23,11,3,1,0
1082,91,63,24,7,2,0
1083,98,62,16,4,1,0
1084,149,105,25,8,2,0
1085,33,25,10,1,0,0
1086,30,21,7,0,0,0
1087,98,64,21,6,1,0
1088,80,68,24,4,1,0
1089,139,106,50,12,5,3
1090,126,93,43,20,11,4
1091,146,90,37,12,5,3
1092,120,101,32,11,5,2
1093,144,101,33,14,5,1
1094,121,84,39,7,3,1
1095,140,108,40,7,2,0
1096,116,71,18,6,3,0
1097,83,63,17,3,0,0
1098,26,17,4,1,0,0
1099,58,45,13,3,1,0
1100,74,51,18,6,3,1
1101,109,76,29,7,2,1
1102,37,31,11,3,1,0
1103,127,73,40,13,4,0
1104,51,36,8,1,0,0
1105,27,19,7,2,1,1
1106,118,73,32,11,8,4
1107,127,93,36,12,5,1
1108,97,58,23,1,0,0
1109,28,23,13,1,0,0
1110,117,67,19,7,2,2
1111,145,93,33,11,2,1
1112,70,51,19,3,0,0
1113,148,108,37,12,3,1
1114,73,50,24,11,5,3
1115,51,40,18,5,2,0
1116,140,112,45,7,2,1
1117,99,70,21,8,4,1
1118,113,87,33,7,1,0
1119,52,32,14,2,2,1
1120,83,67,29,10,6,1
1121,103,60,21,8,3,1
1122,86,63,28,9,4,0
1123,50,31,13,6,3,0
1124,55,41,19,4,1,0
1125,119,88,29,7,0,0
1126,81,64,23,3,2,0
1127,58,34,18,5,1,0
1128,142,118,50,14,5,0
1129,104,83,30,4,0,0
1130,65,53,22,9,5,1
1131,33,18,10,0,0,0
1132,119,82,23,5,1,0
1133,83,74,38,13,5,2
1134,53,41,14,6,2,1
1135,56,39,13,3,1,1
1136,28,12,2,0,0,0
1137,88,77,23,5,1,1
1138,32,23,12,2,1,0
1139,41,30,14,1,0,0
1140,106,84,30,8,3,1
1141,147,114,47,14,2,1
1142,76,67,30,8,4,2
1143,99,77,35,9,5,3
1144,73,49,19,8,1,0
1145,124,96,39,6,4,1
1146,46,34,6,0,0,0
1147,103,79,23,6,2,1
1148,34,30,19,5,2,0
1149,139,117,45,9,5,0
1150,141,89,37,11,4,0
1151,90,60,21,4,0,0
1152,68,44,22,6,3,2
1153,141,98,37,6,4,0
1154,87,63,17,4,1,0
1155,65,41,13,5,4,3
1156,106,60,20,5,0,0
1157,114,96,35,13,5,0
1158,49,39,10,4,3,1
1159,28,21,7,3,1,0
1160,86,52,29,7,2,1
1161,107,76,34,10,4,1
1162,98,76,27,8,2,0
1163,35,27,14,1,0,0
1164,30,23,9,3,2,1
1165,47,38,13,1,1,0
1166,56,40,16,6,3,1
1167,126,93,36,10,3,1
1168,68,54,21,10,2,0
1169,82,72,38,15,3,1
1170,40,28,4,0,0,0
1171,57,43,16,4,1,0
1172,148,117,41,11,1,0
1173,121,70,29,14,6,2
1174,144,101,52,17,8,2
1175,133,101,32,14,5,1
1176,25,23,10,3,1,1
1177,98,76,31,11,5,1
1178,36,30,8,3,1,0
1179,104,64,21,4,0,0
1180,143,101,37,9,4,1
1181,144,120,46,11,7,1
1182,121,105,28,6,4,1
1183,105,90,27,3,2,1
1184,123,84,33,9,4,2
1185,25,16,0,0,0,0
1186,121,70,19,5,2,1
1187,94,66,21,3,1,0
1188,135,111,39,12,9,4
1189,88,55,20,6,5,0
1190,107,83,29,5,2,0
1191,26,21,6,0,0,0
1192,79,60,26,13,5,2
1193,36,30,15,3,0,0
1194,107,77,36,8,2,0
1195,99,63,35,10,4,2
1196,124,101,37,10,2,1
1197,90,69,24,11,1,0
1198,106,81,49,10,3,0
1199,55,38,18,7,1,0
1200,92,66,17,4,2,0
1201,34,28,12,2,1,1
1202,141,95,30,7,4,1
1203,115,86,38,12,6,0
1204,73,58,13,4,1,1
1205,54,48,19,4,2,0
1206,85,62,21,2,1,0
1207,102,64,19,6,2,1
1208,64,46,17,3,2,0
1209,38,24,11,1,0,0
1210,83,59,24,6,1,0
1211,149,100,48,15,4,1
1212,94,76,39,18,13,2
1213,66,46,13,4,2,0
1214,90,68,20,6,2,1
1215,82,69,34,9,3,1
1216,122,75,23,8,2,0
1217,64,45,10,4,2,0
1218,75,55,16,4,3,1
1219,82,51,25,4,4,2
1220,74,47,13,7,1,0
1221,100,70,35,12,7,3
1222,133,112,36,14,4,0
1223,116,80,24,7,4,2
1224,63,45,10,4,4,2
1225,110,75,37,14,4,1
1226,100,58,26,8,3,0
1227,108,86,46,17,7,1
1228,99,79,22,9,3,2
1229,104,80,34,11,4,1
1230,90,57,26,9,3,1
1231,116,96,28,7,1,0
1232,51,31,10,4,2,2
1233,50,36,12,4,1,0
1234,129,87,46,14,5,1
1235,68,56,18,5,2,2
1236,88,63,15,4,2,0
1237,30,26,8,3,0,0
1238,74,55,22,10,2,0
1239,39,32,13,3,1,1
1240,73,58,21,5,2,0
1241,33,25,9,5,1,0
1242,99,73,17,2,2,0
1243,28,16,6,4,1,1
1244,77,62,24,3,2,0
1245,107,66,32,9,3,1
1246,139,109,56,14,4,1
1247,77,57,21,6,3,1
1248,93,79,35,10,3,2
1249,63,42,10,1,0,0
1250,126,84,30,13,3,2
1251,87,60,29,9,4,1
1252,106,67,28,10,3,1
1253,77,48,23,12,4,0
1254,73,49,22,6,3,0
1255,137,121,35,13,1,0
1256,38,27,8,2,1,0
1257,120,93,20,6,1,0
1258,140,101,41,20,9,2
1259,118,64,18,2,0,0
1260,147,111,43,12,4,0
1261,57,39,30,11,5,2
1262,58,40,18,7,2,0
1263,83,72,41,7,2,0
1264,109,65,24,6,1,0
1265,51,42,17,4,1,0
1266,48,30,16,5,3,0
1267,29,23,10,3,2,1
1268,111,86,33,13,5,1
1269,127,81,24,3,1,1
1270,113,90,30,8,2,0
1271,110,86,36,11,6,1
1272,44,36,9,2,1,0
1273,146,97,48,17,6,3
1274,68,43,19,3,1,0
1275,75,46,16,4,0,0
1276,99,79,29,8,5,1
1277,71,63,16,1,1,0
1278,62,47,22,7,3,0
1279,50,31,13,5,2,0
1280,138,84,25,6,1,0
1281,92,63,17,2,0,0
1282,110,75,29,5,3,1
1283,120,78,32,8,3,1
1284,112,88,38,8,1,0
1285,88,75,24,9,4,2
1286,53,39,17,8,4,1
1287,30,24,6,5,3,1
1288,69,57,25,7,3,2
1289,117,78,25,12,2,0
1290,87,64,31,9,1,0
1291,76,49,19,4,2,0
1292,146,97,39,8,4,1
1293,132,87,29,7,2,0
1294,93,63,19,6,1,0
1295,50,38,16,3,2,1
1296,130,108,32,11,3,1
1297,93,74,29,8,2,0
1298,135,95,38,12,5,1
1299,125,91,32,9,4,2
1300,127,84,26,10,2,0
1301,48,32,11,3,1,0
1302,144,112,25,8,2,1
1303,26,19,6,2,2,0
1304,54,37,16,7,5,2
1305,73,53,16,2,1,1
1306,74,59,22,5,0,0
1307,25,17,7,1,0,0
1308,48,34,11,3,1,0
1309,137,97,35,8,3,1
1310,61,48,17,4,2,2
1311,74,56,21,7,2,1
1312,33,25,8,3,1,1
1313,109,78,31,9,2,1
1314,132,109,48,10,4,2
1315,101,56,19,8,2,0
1316,41,36,17,2,1,0
1317,104,93,37,10,5,0
1318,108,83,38,5,2,0
1319,42,34,11,3,1,0
1320,26,17,9,1,0,0
1321,67,38,14,3,2,1
1322,36,30,10,5,3,0
1323,125,73,34,11,3,0
1324,145,113,32,9,4,0
1325,98,69,30,8,2,1
1326,35,23,11,5,1,1
1327,84,58,25,7,6,1
1328,86,56,18,9,3,3
1329,32,19,8,2,0,0
1330,76,44,14,1,1,0
1331,130,75,29,4,1,0
1332,104,68,37,8,5,3
1333,136,105,21,7,3,1
1334,128,109,59,13,5,1
1335,63,54,23,4,2,0
1336,87,62,27,10,5,1
1337,140,105,30,12,6,0
1338,78,51,22,5,4,1
1339,148,117,62,19,9,4
1340,55,35,14,5,3,0
1341,106,69,33,9,3,1
1342,59,38,18,9,4,0
1343,129,104,29,7,1,0
1344,118,69,18,5,4,0
1345,41,23,11,2,1,0
1346,107,70,26,9,5,1
1347,139,116,40,10,3,0
1348,148,108,39,12,6,1
1349,129,104,46,12,4,1
1350,81,57,22,6,0,0
1351,114,82,26,7,1,0
1352,76,42,18,2,1,1
1353,147,115,64,18,5,3
1354,30,20,4,1,1,0
1355,34,26,13,5,0,0
1356,113,77,29,5,3,2
1357,144,95,30,11,4,0
1358,90,55,18,5,1,0
1359,35,26,10,3,1,0
1360,57,47,14,3,0,0
1361,77,49,13,4,2,2
1362,123,87,40,14,6,2
1363,97,64,28,10,4,0
1364,44,28,12,7,0,0
1365,111,89,41,6,3,0
1366,61,39,18,4,3,1
1367,130,80,15,5,1,1
1368,77,57,24,6,3,1
1369,84,60,19,5,2,1
1370,102,71,28,12,4,0
1371,94,73,24,8,4,1
1372,146,106,54,12,2,2
1373,84,72,25,10,7,2
1374,70,57,25,8,4,0
1375,68,51,23,4,0,0
1376,110,86,41,11,4,0
1377,135,79,28,11,6,2
1378,105,88,39,8,2,1
1379,116,72,25,3,1,0
1380,124,99,47,17,1,0
1381,69,61,20,8,1,1
1382,61,49,19,5,2,1
1383,124,103,37,10,4,1
1384,90,70,30,9,2,0
1385,96,58,19,6,1,0
1386,66,48,13,3,1,0
1387,89,67,27,5,1,0
1388,56,43,22,7,4,2
1389,39,28,4,2,0,0
1390,138,104,48,12,5,1
1391,139,118,39,15,5,0
1392,68,45,15,3,2,0
1393,101,83,37,12,4,0
1394,31,27,6,2,0,0
1395,48,29,16,2,1,1
1396,79,47,16,4,0,0
1397,34,26,9,0,0,0
1398,103,69,30,14,6,2
1399,108,59,21,6,5,3
1400,121,105,56,19,6,1
1401,53,45,14,4,2,0
1402,143,97,44,20,11,4
1403,34,27,10,3,2,0
1404,50,36,11,3,2,0
1405,108,82,36,11,6,2
1406,100,70,34,11,5,1
1407,124,82,26,6,2,0
1408,96,63,24,3,2,0
1409,90,59,18,4,3,0
1410,141,93,42,13,6,2
1411,137,99,36,5,2,0
1412,140,118,55,20,9,3
1413,116,96,50,16,8,2
1414,57,41,20,2,0,0
1415,97,68,30,10,5,1
1416,57,48,21,8,4,0
1417,42,29,11,3,1,0
1418,96,79,42,6,2,1
1419,130,98,38,20,7,1
1420,69,45,13,3,0,0
1421,82,64,31,10,4,2
1422,112,66,28,11,7,4
1423,106,58,27,7,3,0
1424,49,37,19,5,3,0
1425,133,98,23,6,2,0
1426,115,71,40,12,6,2
1427,148,120,61,10,1,0
1428,88,79,29,5,2,0
1429,136,101,35,14,9,4
1430,134,75,27,7,2,0
1431,70,57,27,12,8,4
1432,144,106,54,21,7,2
1433,70,48,20,5,4,1
1434,30,27,4,0,0,0
1435,31,27,6,1,1,0
1436,124,88,25,9,1,0
1437,86,69,19,5,2,1
1438,29,17,9,2,0,0
1439,101,66,25,4,3,3
1440,63,45,9,6,3,1
1441,125,102,51,13,3,1
1442,54,36,15,7,2,0
1443,103,74,29,14,7,3
1444,147,82,35,10,4,1
1445,124,94,36,9,2,0
1446,141,101,42,14,6,1
1447,139,99,21,8,2,1
1448,41,28,12,3,2,0
1449,94,61,19,7,2,0
1450,148,113,37,12,5,0
1451,95,76,25,11,4,0
1452,117,101,46,9,3,0
1453,134,117,35,8,2,1
1454,109,67,13,1,0,0
1455,133,103,13,6,2,0
1456,64,43,9,4,2,1
1457,111,84,25,4,3,1
1458,57,50,20,9,2,0
1459,46,32,15,3,2,1
1460,104,86,34,9,5,2
1461,31,21,13,6,3,3
1462,132,78,41,11,5,0
1463,32,19,7,1,0,0
1464,131,77,35,7,2,0
1465,141,93,42,14,6,1
1466,147,123,51,10,3,0
1467,77,66,19,3,2,0
1468,120,98,52,19,8,1
1469,77,64,28,7,4,1
1470,58,45,13,3,1,1
1471,107,84,32,8,3,0
1472,52,27,11,4,1,0
1473,28,21,13,3,2,0
1474,36,29,7,2,2,0
1475,67,52,29,9,4,3
1476,131,85,21,5,0,0
1477,108,85,53,15,5,2
1478,33,26,10,6,0,0
1479,140,94,41,6,1,1
1480,138,92,35,9,4,1
1481,106,84,28,7,2,1
1482,130,90,41,12,6,1
1483,119,93,31,13,7,3
1484,148,119,31,8,2,0
1485,65,43,17,3,1,0
1486,95,68,13,5,3,0
1487,129,85,32,7,0,0
1488,107,74,20,7,6,0
1489,98,71,21,10,4,0
1490,51,35,18,8,0,0
1491,127,79,38,11,2,0
1492,93,66,36,10,2,0
1493,133,104,44,14,4,1
1494,96,58,27,7,3,0
1495,53,45,16,5,3,3
1496,48,34,16,2,0,0
1497,52,44,8,0,0,0
1498,132,103,29,6,1,0
1499,82,55,19,3,3,1
1500,64,31,6,2,0,0
1501,82,59,22,7,1,0
1502,103,70,27,10,3,1
1503,107,88,31,11,3,1
1504,67,43,19,5,2,1
1505,122,84,33,9,2,1
1506,119,80,24,8,5,2
1507,138,96,33,6,2,1
1508,101,78,41,12,5,1
1509,143,107,48,6,3,1
1510,74,52,19,8,4,1
1511,91,83,33,11,3,0
1512,52,37,18,5,1,0
1513,45,22,8,0,0,0
1514,32,21,7,2,1,0
1515,74,54,14,3,3,1
1516,125,84,31,8,3,0
1517,44,30,13,3,0,0
1518,105,66,35,5,1,1
1519,87,57,16,4,2,1
1520,83,60,28,7,3,2
1521,50,44,19,9,3,0
1522,131,86,48,11,3,2
1523,42,28,9,0,0,0
1524,54,39,6,2,2,0
1525,53,43,16,4,1,1
1526,138,112,44,9,0,0
1527,31,23,8,3,1,0
1528,32,23,9,2,2,1
1529,140,109,34,10,3,0
1530,101,70,30,11,4,1
1531,114,74,30,16,7,4
1532,82,55,13,3,1,0
1533,145,91,28,11,8,1
1534,82,56,21,7,3,0
1535,139,90,39,7,2,0
1536,67,43,16,2,0,0
1537,124,95,40,8,3,1
1538,30,21,7,1,1,0
1539,90,63,30,6,3,2
1540,63,56,28,6,3,1
1541,95,66,26,10,3,1
1542,65,44,18,6,3,0
1543,147,98,49,19,8,4
1544,128,112,33,10,1,0
1545,114,92,24,7,3,0
1546,143,120,47,11,3,1
1547,34,22,7,1,1,0
1548,104,77,19,4,2,2
1549,119,92,42,15,5,3
1550,91,51,23,3,0,0
1551,73,52,10,3,1,1
1552,30,25,15,5,2,0
1553,93,64,11,6,1,0
1554,132,91,40,10,8,3
1555,43,36,12,5,2,0
1556,66,48,19,3,2,0
1557,130,99,53,16,4,2
1558,135,86,35,12,3,0
1559,63,42,17,4,2,0
1560,67,52,24,5,1,0
1561,46,37,14,1,0,0
1562,96,67,35,7,1,0
1563,80,59,21,6,5,1
1564,122,91,29,10,4,2
1565,51,36,13,4,2,0
1566,105,64,25,8,4,0
1567,73,48,15,1,1,0
1568,121,75,36,9,7,1
1569,89,72,22,5,1,0
1570,106,94,37,10,2,0
1571,117,77,25,12,5,0
1572,86,55,23,4,2,1
1573,54,39,17,8,4,2
1574,126,65,26,6,3,0
1575,29,17,10,0,0,0
1576,63,47,17,7,2,0
1577,114,69,33,10,6,1
1578,73,51,15,5,2,1
1579,125,100,59,18,6,1
1580,128,83,34,8,4,2
1581,28,24,8,1,0,0
1582,65,46,28,9,2,0
1583,94,61,23,5,3,2
1584,143,92,23,5,3,0
1585,75,65,16,4,2,1
1586,112,59,25,11,5,1
1587,60,37,9,1,0,0
1588,122,80,19,4,1,0
1589,113,88,38,9,5,2
1590,109,82,32,11,4,0
1591,50,37,15,5,1,0
1592,74,52,23,2,1,0
1593,124,90,21,4,3,1
1594,127,80,23,7,3,0
1595,62,51,15,2,1,0
1596,38,32,9,4,0,0
1597,125,90,33,11,4,1
1598,62,51,25,3,2,0
1599,122,107,48,9,0,0
1600,130,92,40,10,6,2
1601,90,68,21,4,1,0
1602,129,111,31,9,2,0
1603,46,25,7,2,0,0
1604,112,73,19,3,3,0
1605,31,23,9,5,0,0
1606,54,40,13,5,1,0
1607,98,68,21,5,2,2
1608,143,97,34,12,7,2
1609,135,105,37,12,4,0
1610,80,67,24,10,6,1
1611,71,49,15,4,1,0
1612,41,30,9,5,0,0
1613,26,21,5,2,1,0
1614,87,74,30,9,6,0
1615,138,86,32,7,4,2
1616,53,43,17,8,3,1
1617,124,91,27,5,1,0
1618,33,22,11,3,2,0
1619,87,69,30,9,2,0
1620,28,25,6,2,1,0
1621,37,28,12,4,0,0
1622,60,48,18,5,1,1
1623,50,37,14,4,1,1
1624,145,129,61,16,7,1
1625,148,103,52,8,3,1
1626,114,71,21,6,1,0
1627,70,56,13,2,1,0
1628,121,89,42,16,6,0
1629,47,30,20,7,4,1
1630,54,34,7,0,0,0
1631,82,69,17,6,2,1
1632,94,66,16,2,1,0
1633,98,61,21,5,1,1
1634,129,105,47,13,6,2
1635,77,45,14,5,1,0
1636,105,69,33,9,3,1
1637,41,28,6,1,0,0
1638,122,78,38,13,3,0
1639,72,37,15,2,0,0
1640,111,72,28,7,1,0
1641,35,28,10,4,1,0
1642,59,37,12,5,2,0
1643,114,84,27,8,5,2
1644,106,66,22,6,3,1
1645,25,17,5,2,0,0
1646,71,49,20,9,2,0
1647,92,75,24,5,0,0
1648,49,33,18,8,2,0
1649,41,31,8,3,0,0
1650,121,102,45,23,7,4
1651,115,86,21,5,0,0
1652,129,94,36,9,6,2
1653,94,73,34,11,6,1
1654,64,46,21,10,2,1
1655,80,59,15,5,3,1
1656,102,90,52,14,4,1
1657,120,99,37,8,2,1
1658,91,72,34,7,3,1
1659,29,20,3,1,1,0
1660,110,89,33,12,5,1
1661,123,81,40,12,6,3
1662,58,41,12,3,0,0
1663,35,20,10,2,0,0
1664,97,56,24,6,2,1
1665,34,24,8,2,1,1
1666,32,21,5,3,0,0
1667,98,78,21,8,3,2
1668,81,60,31,8,0,0
1669,113,93,38,6,2,0
1670,26,19,10,3,1,1
1671,37,31,14,5,2,0
1672,127,100,35,6,5,3
1673,113,96,33,9,3,1
1674,94,62,17,6,2,1
1675,68,42,12,3,1,0
1676,84,69,17,1,0,0
1677,146,90,30,10,4,0
1678,147,112,55,9,3,0
1679,128,105,31,8,4,1
1680,102,65,23,5,1,0
1681,121,94,33,13,6,2
1682,33,23,8,2,2,0
1683,142,96,37,13,7,2
1684,60,39,12,1,1,0
1685,117,101,33,8,5,0
1686,142,100,38,10,7,3
1687,117,74,24,7,6,3
1688,54,45,21,5,2,0
1689,90,61,23,8,0,0
1690,132,111,40,15,7,2
1691,125,112,50,10,3,0
1692,102,79,26,7,2,1
1693,97,70,28,9,3,1
1694,100,81,19,6,2,0
1695,99,60,16,5,2,1
1696,34,22,7,1,1,0
1697,127,69,28,7,3,1
1698,54,36,12,1,0,0
1699,136,91,41,15,5,2
1700,145,102,39,13,4,2
1701,109,78,28,9,3,1
1702,143,110,31,8,1,0
1703,101,58,12,2,0,0
1704,107,66,26,8,5,2
1705,100,85,43,20,11,3
1706,109,93,21,3,1,1
1707,134,113,33,14,7,3
1708,108,74,26,3,1,0
1709,62,49,17,5,1,0
1710,105,73,16,6,1,0
1711,127,73,31,13,5,0
1712,76,52,12,4,0,0
1713,66,32,15,7,3,1
1714,61,56,16,7,0,0
1715,88,55,23,5,2,0
1716,145,114,38,15,6,2
1717,80,69,31,12,4,1
1718,103,86,24,7,1,1
1719,97,73,35,5,1,0
1720,74,60,32,9,4,2
1721,74,64,21,4,2,1
1722,45,30,12,5,2,0
1723,122,98,45,8,4,0
1724,111,75,44,11,2,0
1725,55,29,12,3,2,0
1726,114,75,24,5,2,1
1727,132,83,34,16,7,1
1728,37,25,11,5,2,0
1729,114,97,37,13,6,2
1730,110,73,25,6,3,2
1731,144,99,54,19,8,2
1732,25,15,3,1,0,0
1733,35,24,13,5,1,0
1734,35,22,9,2,1,0
1735,120,75,27,5,3,0
1736,111,57,18,3,1,0
1737,62,48,17,7,4,1
1738,77,70,16,0,0,0
1739,68,47,15,3,0,0
1740,76,45,16,6,3,1
1741,77,43,17,6,4,0
1742,35,28,10,3,0,0
1743,146,97,37,9,2,0
1744,75,55,23,3,1,0
1745,95,81,25,6,1,0
1746,67,49,22,5,4,1
1747,100,71,21,5,3,1
1748,82,57,23,5,2,0
1749,113,76,30,8,1,0
1750,102,66,28,9,6,0
1751,105,68,19,8,3,0
1752,56,43,20,7,3,3
1753,30,24,6,4,2,1
1754,120,101,46,17,4,2
1755,36,27,10,3,0,0
1756,132,86,43,11,1,0
1757,147,102,42,13,3,0
1758,45,35,16,5,2,1
1759,98,70,19,4,0,0
1760,75,62,29,8,3,0
1761,117,89,27,8,3,0
1762,120,72,31,9,5,2
1763,28,16,10,5,2,1
1764,109,79,33,6,1,0
1765,31,19,11,3,1,0
1766,58,51,24,5,3,1
1767,77,41,11,2,0,0
1768,84,55,14,4,3,0
1769,112,86,38,11,3,0
1770,93,62,18,7,2,0
1771,33,23,14,4,1,0
1772,115,94,33,7,3,0
1773,94,80,38,11,4,0
1774,122,93,44,14,5,1
1775,50,37,11,3,0,0
1776,133,103,43,12,3,0
1777,65,54,25,9,1,0
1778,134,99,38,14,6,2
1779,126,88,32,8,3,1
1780,69,40,17,6,2,1
1781,101,86,36,6,1,0
1782,94,59,30,8,2,0
1783,55,40,20,8,2,0
1784,89,54,19,8,0,0
1785,99,78,27,8,3,3
1786,27,21,9,2,0,0
1787,43,33,13,5,5,2
1788,39,27,16,7,2,1
1789,68,58,22,5,2,0
1790,130,98,28,5,2,1
1791,38,27,6,3,2,0
1792,88,61,28,6,2,2
1793,33,21,2,1,0,0
1794,104,89,31,8,1,1
1795,146,116,37,18,5,3
1796,129,75,26,6,3,0
1797,28,13,5,2,1,0
1798,33,21,11,1,0,0
1799,73,63,25,6,4,1
1800,93,71,29,8,5,2
1801,113,99,46,7,1,0
1802,147,112,39,12,6,2
1803,92,58,24,9,3,1
1804,53,40,21,9,3,1
1805,82,64,29,12,8,2
1806,80,50,21,3,0,0
1807,29,20,12,9,5,2
1808,51,35,15,3,1,0
1809,29,21,10,3,1,0
1810,145,108,26,10,3,1
1811,52,39,7,4,0,0
1812,85,61,34,8,3,1
1813,125,84,27,5,0,0
1814,101,67,26,6,1,0
1815,114,91,14,3,1,0
1816,28,19,5,2,2,0
1817,140,117,37,10,3,1
1818,128,91,27,9,2,0
1819,145,82,26,6,2,0
1820,52,34,17,8,6,2
1821,59,36,15,2,1,0
1822,58,43,12,1,0,0
1823,68,45,15,3,0,0
1824,70,43,16,2,1,0
1825,46,38,17,3,0,0
1826,138,101,42,6,2,0
1827,121,85,27,9,4,2
1828,118,92,35,9,1,0
1829,95,65,28,7,1,0
1830,95,74,37,11,3,0
1831,83,59,27,4,0,0
1832,35,18,6,1,0,0
1833,57,40,21,4,3,2
1834,103,71,23,7,3,1
1835,37,30,13,3,2,0
1836,58,36,19,5,1,0
1837,26,21,7,1,0,0
1838,78,47,18,2,1,1
1839,27,15,6,1,0,0
1840,48,44,26,10,1,0
1841,73,46,9,1,0,0
1842,57,43,18,5,3,0
1843,98,82,25,5,3,0
1844,69,55,20,4,1,0
1845,33,21,3,1,0,0
1846,25,20,6,1,1,0
1847,54,46,12,1,0,0
1848,45,31,14,5,2,0
1849,118,77,26,7,3,0
1850,80,42,19,5,4,3
1851,99,61,23,8,5,3
1852,83,54,21,7,4,1
1853,127,95,22,5,5,2
1854,78,62,27,5,3,0
1855,28,20,4,1,0,0
1856,69,55,27,8,4,0
1857,126,81,28,9,2,0
1858,68,48,21,3,1,0
1859,69,48,28,6,2,0
1860,97,66,22,5,3,0
1861,115,95,26,8,1,1
1862,120,78,16,1,1,0
1863,93,69,23,9,6,1
1864,119,75,33,8,0,0
1865,115,68,24,6,1,0
1866,42,30,8,2,1,0
1867,54,40,17,6,1,1
1868,108,77,22,9,9,3
1869,140,123,68,24,11,0
1870,25,21,10,2,0,0
1871,85,57,30,5,2,0
1872,129,103,51,15,6,4
1873,128,79,31,7,2,0
1874,141,112,29,12,2,0
1875,97,72,39,8,3,2
1876,95,55,22,8,2,1
1877,61,41,11,6,3,2
1878,149,85,29,12,4,1
1879,103,74,31,8,3,0
1880,96,65,33,8,4,0
1881,106,78,34,10,3,2
1882,124,102,39,11,7,1
1883,133,92,32,7,4,2
1884,72,42,15,6,1,0
1885,69,60,18,8,2,1
1886,44,33,10,2,1,0
1887,115,74,30,7,0,0
1888,140,115,48,15,8,2
1889,138,101,52,20,10,4
1890,52,25,10,1,0,0
1891,62,49,23,10,3,1
1892,147,119,27,9,1,1
1893,146,100,46,11,2,0
1894,73,55,17,8,5,1
1895,90,66,18,6,2,0
1896,95,81,29,15,9,2
1897,71,59,26,4,1,0
1898,143,115,55,22,11,4
1899,126,96,40,11,4,1
1900,83,61,13,4,2,0
1901,139,110,51,14,7,0
1902,65,31,12,6,4,3
1903,58,52,18,7,2,0
1904,100,77,29,9,5,1
1905,33,19,9,2,1,1
1906,108,91,40,9,3,0
1907,53,44,19,6,2,1
1908,39,31,12,3,1,1
1909,128,69,23,3,1,0
1910,51,32,12,6,2,0
1911,110,90,36,13,6,1
1912,75,46,15,5,2,0
1913,36,31,14,5,1,1
1914,69,43,16,3,2,1
1915,73,60,23,8,1,1
1916,62,42,9,0,0,0
1917,84,66,39,8,2,1
1918,131,81,41,12,7,0
1919,44,38,14,6,1,0
1920,44,27,12,4,1,1
1921,93,82,33,8,4,2
1922,110,74,34,7,3,0
1923,60,49,22,12,7,1
